,file,race
39,C:/Users/DELL/Desktop/FairFace/train/117.jpg,0
40,C:/Users/DELL/Desktop/FairFace/train/118.jpg,0
41,C:/Users/DELL/Desktop/FairFace/train/121.jpg,0
42,C:/Users/DELL/Desktop/FairFace/train/123.jpg,1
43,C:/Users/DELL/Desktop/FairFace/train/125.jpg,0
44,C:/Users/DELL/Desktop/FairFace/train/127.jpg,0
45,C:/Users/DELL/Desktop/FairFace/train/129.jpg,1
46,C:/Users/DELL/Desktop/FairFace/train/130.jpg,0
47,C:/Users/DELL/Desktop/FairFace/train/132.jpg,0
48,C:/Users/DELL/Desktop/FairFace/train/134.jpg,0
49,C:/Users/DELL/Desktop/FairFace/train/135.jpg,0
50,C:/Users/DELL/Desktop/FairFace/train/138.jpg,1
51,C:/Users/DELL/Desktop/FairFace/train/145.jpg,0
52,C:/Users/DELL/Desktop/FairFace/train/151.jpg,1
53,C:/Users/DELL/Desktop/FairFace/train/154.jpg,0
54,C:/Users/DELL/Desktop/FairFace/train/157.jpg,0
55,C:/Users/DELL/Desktop/FairFace/train/158.jpg,1
56,C:/Users/DELL/Desktop/FairFace/train/160.jpg,1
57,C:/Users/DELL/Desktop/FairFace/train/162.jpg,0
58,C:/Users/DELL/Desktop/FairFace/train/171.jpg,0
59,C:/Users/DELL/Desktop/FairFace/train/176.jpg,0
60,C:/Users/DELL/Desktop/FairFace/train/177.jpg,0
61,C:/Users/DELL/Desktop/FairFace/train/178.jpg,0
62,C:/Users/DELL/Desktop/FairFace/train/179.jpg,1
63,C:/Users/DELL/Desktop/FairFace/train/182.jpg,1
64,C:/Users/DELL/Desktop/FairFace/train/183.jpg,1
65,C:/Users/DELL/Desktop/FairFace/train/184.jpg,0
66,C:/Users/DELL/Desktop/FairFace/train/185.jpg,1
67,C:/Users/DELL/Desktop/FairFace/train/192.jpg,0
68,C:/Users/DELL/Desktop/FairFace/train/193.jpg,0
69,C:/Users/DELL/Desktop/FairFace/train/195.jpg,1
70,C:/Users/DELL/Desktop/FairFace/train/197.jpg,0
71,C:/Users/DELL/Desktop/FairFace/train/202.jpg,1
72,C:/Users/DELL/Desktop/FairFace/train/203.jpg,0
73,C:/Users/DELL/Desktop/FairFace/train/206.jpg,0
74,C:/Users/DELL/Desktop/FairFace/train/209.jpg,1
75,C:/Users/DELL/Desktop/FairFace/train/210.jpg,1
76,C:/Users/DELL/Desktop/FairFace/train/213.jpg,0
77,C:/Users/DELL/Desktop/FairFace/train/214.jpg,0
78,C:/Users/DELL/Desktop/FairFace/train/215.jpg,1
79,C:/Users/DELL/Desktop/FairFace/train/216.jpg,1
80,C:/Users/DELL/Desktop/FairFace/train/221.jpg,0
81,C:/Users/DELL/Desktop/FairFace/train/230.jpg,0
82,C:/Users/DELL/Desktop/FairFace/train/234.jpg,0
83,C:/Users/DELL/Desktop/FairFace/train/239.jpg,0
84,C:/Users/DELL/Desktop/FairFace/train/241.jpg,0
85,C:/Users/DELL/Desktop/FairFace/train/244.jpg,1
86,C:/Users/DELL/Desktop/FairFace/train/246.jpg,0
87,C:/Users/DELL/Desktop/FairFace/train/248.jpg,1
88,C:/Users/DELL/Desktop/FairFace/train/251.jpg,1
89,C:/Users/DELL/Desktop/FairFace/train/260.jpg,1
90,C:/Users/DELL/Desktop/FairFace/train/262.jpg,1
91,C:/Users/DELL/Desktop/FairFace/train/263.jpg,1
92,C:/Users/DELL/Desktop/FairFace/train/265.jpg,0
93,C:/Users/DELL/Desktop/FairFace/train/267.jpg,1
94,C:/Users/DELL/Desktop/FairFace/train/272.jpg,0
95,C:/Users/DELL/Desktop/FairFace/train/274.jpg,1
96,C:/Users/DELL/Desktop/FairFace/train/275.jpg,1
97,C:/Users/DELL/Desktop/FairFace/train/276.jpg,1
98,C:/Users/DELL/Desktop/FairFace/train/278.jpg,0
99,C:/Users/DELL/Desktop/FairFace/train/280.jpg,0
100,C:/Users/DELL/Desktop/FairFace/train/282.jpg,1
101,C:/Users/DELL/Desktop/FairFace/train/285.jpg,0
102,C:/Users/DELL/Desktop/FairFace/train/287.jpg,1
103,C:/Users/DELL/Desktop/FairFace/train/289.jpg,1
104,C:/Users/DELL/Desktop/FairFace/train/292.jpg,0
105,C:/Users/DELL/Desktop/FairFace/train/293.jpg,1
106,C:/Users/DELL/Desktop/FairFace/train/298.jpg,0
107,C:/Users/DELL/Desktop/FairFace/train/299.jpg,0
108,C:/Users/DELL/Desktop/FairFace/train/300.jpg,1
109,C:/Users/DELL/Desktop/FairFace/train/302.jpg,1
110,C:/Users/DELL/Desktop/FairFace/train/303.jpg,0
111,C:/Users/DELL/Desktop/FairFace/train/309.jpg,0
112,C:/Users/DELL/Desktop/FairFace/train/313.jpg,1
113,C:/Users/DELL/Desktop/FairFace/train/314.jpg,1
114,C:/Users/DELL/Desktop/FairFace/train/318.jpg,0
115,C:/Users/DELL/Desktop/FairFace/train/322.jpg,0
116,C:/Users/DELL/Desktop/FairFace/train/323.jpg,0
117,C:/Users/DELL/Desktop/FairFace/train/327.jpg,1
118,C:/Users/DELL/Desktop/FairFace/train/331.jpg,0
119,C:/Users/DELL/Desktop/FairFace/train/333.jpg,0
120,C:/Users/DELL/Desktop/FairFace/train/334.jpg,0
121,C:/Users/DELL/Desktop/FairFace/train/337.jpg,0
122,C:/Users/DELL/Desktop/FairFace/train/339.jpg,0
123,C:/Users/DELL/Desktop/FairFace/train/340.jpg,0
124,C:/Users/DELL/Desktop/FairFace/train/346.jpg,0
125,C:/Users/DELL/Desktop/FairFace/train/348.jpg,0
126,C:/Users/DELL/Desktop/FairFace/train/351.jpg,0
127,C:/Users/DELL/Desktop/FairFace/train/352.jpg,1
128,C:/Users/DELL/Desktop/FairFace/train/359.jpg,0
129,C:/Users/DELL/Desktop/FairFace/train/370.jpg,1
130,C:/Users/DELL/Desktop/FairFace/train/376.jpg,1
131,C:/Users/DELL/Desktop/FairFace/train/380.jpg,0
132,C:/Users/DELL/Desktop/FairFace/train/384.jpg,1
133,C:/Users/DELL/Desktop/FairFace/train/388.jpg,1
134,C:/Users/DELL/Desktop/FairFace/train/392.jpg,1
135,C:/Users/DELL/Desktop/FairFace/train/396.jpg,0
136,C:/Users/DELL/Desktop/FairFace/train/400.jpg,1
137,C:/Users/DELL/Desktop/FairFace/train/406.jpg,0
138,C:/Users/DELL/Desktop/FairFace/train/409.jpg,0
139,C:/Users/DELL/Desktop/FairFace/train/413.jpg,0
140,C:/Users/DELL/Desktop/FairFace/train/414.jpg,1
141,C:/Users/DELL/Desktop/FairFace/train/419.jpg,0
142,C:/Users/DELL/Desktop/FairFace/train/420.jpg,0
143,C:/Users/DELL/Desktop/FairFace/train/424.jpg,1
144,C:/Users/DELL/Desktop/FairFace/train/427.jpg,0
145,C:/Users/DELL/Desktop/FairFace/train/429.jpg,0
146,C:/Users/DELL/Desktop/FairFace/train/433.jpg,1
147,C:/Users/DELL/Desktop/FairFace/train/434.jpg,0
148,C:/Users/DELL/Desktop/FairFace/train/440.jpg,1
149,C:/Users/DELL/Desktop/FairFace/train/441.jpg,0
150,C:/Users/DELL/Desktop/FairFace/train/443.jpg,0
151,C:/Users/DELL/Desktop/FairFace/train/444.jpg,0
152,C:/Users/DELL/Desktop/FairFace/train/447.jpg,1
153,C:/Users/DELL/Desktop/FairFace/train/454.jpg,0
154,C:/Users/DELL/Desktop/FairFace/train/455.jpg,0
155,C:/Users/DELL/Desktop/FairFace/train/456.jpg,0
156,C:/Users/DELL/Desktop/FairFace/train/457.jpg,1
157,C:/Users/DELL/Desktop/FairFace/train/459.jpg,0
158,C:/Users/DELL/Desktop/FairFace/train/464.jpg,1
159,C:/Users/DELL/Desktop/FairFace/train/468.jpg,0
160,C:/Users/DELL/Desktop/FairFace/train/474.jpg,0
161,C:/Users/DELL/Desktop/FairFace/train/475.jpg,0
162,C:/Users/DELL/Desktop/FairFace/train/476.jpg,0
163,C:/Users/DELL/Desktop/FairFace/train/480.jpg,0
164,C:/Users/DELL/Desktop/FairFace/train/482.jpg,0
165,C:/Users/DELL/Desktop/FairFace/train/485.jpg,1
166,C:/Users/DELL/Desktop/FairFace/train/488.jpg,1
167,C:/Users/DELL/Desktop/FairFace/train/489.jpg,1
168,C:/Users/DELL/Desktop/FairFace/train/492.jpg,1
169,C:/Users/DELL/Desktop/FairFace/train/495.jpg,0
170,C:/Users/DELL/Desktop/FairFace/train/501.jpg,0
171,C:/Users/DELL/Desktop/FairFace/train/502.jpg,0
172,C:/Users/DELL/Desktop/FairFace/train/507.jpg,0
173,C:/Users/DELL/Desktop/FairFace/train/511.jpg,0
174,C:/Users/DELL/Desktop/FairFace/train/514.jpg,0
175,C:/Users/DELL/Desktop/FairFace/train/515.jpg,0
176,C:/Users/DELL/Desktop/FairFace/train/516.jpg,1
177,C:/Users/DELL/Desktop/FairFace/train/517.jpg,1
178,C:/Users/DELL/Desktop/FairFace/train/520.jpg,0
179,C:/Users/DELL/Desktop/FairFace/train/523.jpg,0
180,C:/Users/DELL/Desktop/FairFace/train/524.jpg,0
181,C:/Users/DELL/Desktop/FairFace/train/525.jpg,1
182,C:/Users/DELL/Desktop/FairFace/train/526.jpg,1
183,C:/Users/DELL/Desktop/FairFace/train/527.jpg,1
184,C:/Users/DELL/Desktop/FairFace/train/528.jpg,0
185,C:/Users/DELL/Desktop/FairFace/train/531.jpg,1
186,C:/Users/DELL/Desktop/FairFace/train/533.jpg,1
187,C:/Users/DELL/Desktop/FairFace/train/535.jpg,1
188,C:/Users/DELL/Desktop/FairFace/train/538.jpg,0
189,C:/Users/DELL/Desktop/FairFace/train/540.jpg,1
190,C:/Users/DELL/Desktop/FairFace/train/543.jpg,0
191,C:/Users/DELL/Desktop/FairFace/train/553.jpg,0
192,C:/Users/DELL/Desktop/FairFace/train/555.jpg,0
193,C:/Users/DELL/Desktop/FairFace/train/559.jpg,0
194,C:/Users/DELL/Desktop/FairFace/train/560.jpg,0
195,C:/Users/DELL/Desktop/FairFace/train/561.jpg,0
196,C:/Users/DELL/Desktop/FairFace/train/563.jpg,0
197,C:/Users/DELL/Desktop/FairFace/train/564.jpg,1
198,C:/Users/DELL/Desktop/FairFace/train/565.jpg,1
199,C:/Users/DELL/Desktop/FairFace/train/568.jpg,0
200,C:/Users/DELL/Desktop/FairFace/train/571.jpg,0
201,C:/Users/DELL/Desktop/FairFace/train/572.jpg,1
202,C:/Users/DELL/Desktop/FairFace/train/578.jpg,0
203,C:/Users/DELL/Desktop/FairFace/train/586.jpg,1
204,C:/Users/DELL/Desktop/FairFace/train/587.jpg,0
205,C:/Users/DELL/Desktop/FairFace/train/589.jpg,1
206,C:/Users/DELL/Desktop/FairFace/train/592.jpg,1
207,C:/Users/DELL/Desktop/FairFace/train/595.jpg,1
208,C:/Users/DELL/Desktop/FairFace/train/598.jpg,0
209,C:/Users/DELL/Desktop/FairFace/train/602.jpg,0
210,C:/Users/DELL/Desktop/FairFace/train/605.jpg,1
211,C:/Users/DELL/Desktop/FairFace/train/609.jpg,1
212,C:/Users/DELL/Desktop/FairFace/train/612.jpg,0
213,C:/Users/DELL/Desktop/FairFace/train/620.jpg,1
214,C:/Users/DELL/Desktop/FairFace/train/640.jpg,0
215,C:/Users/DELL/Desktop/FairFace/train/644.jpg,0
216,C:/Users/DELL/Desktop/FairFace/train/645.jpg,1
217,C:/Users/DELL/Desktop/FairFace/train/649.jpg,0
218,C:/Users/DELL/Desktop/FairFace/train/652.jpg,0
219,C:/Users/DELL/Desktop/FairFace/train/654.jpg,1
220,C:/Users/DELL/Desktop/FairFace/train/656.jpg,0
221,C:/Users/DELL/Desktop/FairFace/train/662.jpg,0
222,C:/Users/DELL/Desktop/FairFace/train/663.jpg,0
223,C:/Users/DELL/Desktop/FairFace/train/665.jpg,0
224,C:/Users/DELL/Desktop/FairFace/train/666.jpg,0
225,C:/Users/DELL/Desktop/FairFace/train/667.jpg,0
226,C:/Users/DELL/Desktop/FairFace/train/672.jpg,0
227,C:/Users/DELL/Desktop/FairFace/train/675.jpg,1
228,C:/Users/DELL/Desktop/FairFace/train/680.jpg,1
229,C:/Users/DELL/Desktop/FairFace/train/684.jpg,1
230,C:/Users/DELL/Desktop/FairFace/train/687.jpg,0
231,C:/Users/DELL/Desktop/FairFace/train/690.jpg,0
232,C:/Users/DELL/Desktop/FairFace/train/691.jpg,0
233,C:/Users/DELL/Desktop/FairFace/train/698.jpg,0
234,C:/Users/DELL/Desktop/FairFace/train/699.jpg,0
235,C:/Users/DELL/Desktop/FairFace/train/702.jpg,1
236,C:/Users/DELL/Desktop/FairFace/train/706.jpg,0
237,C:/Users/DELL/Desktop/FairFace/train/711.jpg,0
238,C:/Users/DELL/Desktop/FairFace/train/712.jpg,0
239,C:/Users/DELL/Desktop/FairFace/train/714.jpg,1
240,C:/Users/DELL/Desktop/FairFace/train/717.jpg,0
241,C:/Users/DELL/Desktop/FairFace/train/719.jpg,0
242,C:/Users/DELL/Desktop/FairFace/train/722.jpg,1
243,C:/Users/DELL/Desktop/FairFace/train/723.jpg,0
244,C:/Users/DELL/Desktop/FairFace/train/725.jpg,0
245,C:/Users/DELL/Desktop/FairFace/train/726.jpg,0
246,C:/Users/DELL/Desktop/FairFace/train/736.jpg,0
247,C:/Users/DELL/Desktop/FairFace/train/739.jpg,1
248,C:/Users/DELL/Desktop/FairFace/train/740.jpg,1
249,C:/Users/DELL/Desktop/FairFace/train/743.jpg,0
250,C:/Users/DELL/Desktop/FairFace/train/744.jpg,0
251,C:/Users/DELL/Desktop/FairFace/train/749.jpg,1
252,C:/Users/DELL/Desktop/FairFace/train/751.jpg,0
253,C:/Users/DELL/Desktop/FairFace/train/756.jpg,1
254,C:/Users/DELL/Desktop/FairFace/train/762.jpg,1
255,C:/Users/DELL/Desktop/FairFace/train/763.jpg,0
256,C:/Users/DELL/Desktop/FairFace/train/764.jpg,0
257,C:/Users/DELL/Desktop/FairFace/train/766.jpg,0
258,C:/Users/DELL/Desktop/FairFace/train/768.jpg,0
259,C:/Users/DELL/Desktop/FairFace/train/776.jpg,1
260,C:/Users/DELL/Desktop/FairFace/train/777.jpg,1
261,C:/Users/DELL/Desktop/FairFace/train/780.jpg,1
262,C:/Users/DELL/Desktop/FairFace/train/783.jpg,1
263,C:/Users/DELL/Desktop/FairFace/train/784.jpg,0
264,C:/Users/DELL/Desktop/FairFace/train/785.jpg,0
265,C:/Users/DELL/Desktop/FairFace/train/788.jpg,0
266,C:/Users/DELL/Desktop/FairFace/train/790.jpg,1
267,C:/Users/DELL/Desktop/FairFace/train/791.jpg,0
268,C:/Users/DELL/Desktop/FairFace/train/792.jpg,0
269,C:/Users/DELL/Desktop/FairFace/train/794.jpg,0
270,C:/Users/DELL/Desktop/FairFace/train/795.jpg,1
271,C:/Users/DELL/Desktop/FairFace/train/800.jpg,1
272,C:/Users/DELL/Desktop/FairFace/train/801.jpg,1
273,C:/Users/DELL/Desktop/FairFace/train/802.jpg,1
274,C:/Users/DELL/Desktop/FairFace/train/803.jpg,1
275,C:/Users/DELL/Desktop/FairFace/train/805.jpg,0
276,C:/Users/DELL/Desktop/FairFace/train/806.jpg,0
277,C:/Users/DELL/Desktop/FairFace/train/807.jpg,0
278,C:/Users/DELL/Desktop/FairFace/train/814.jpg,0
279,C:/Users/DELL/Desktop/FairFace/train/820.jpg,0
280,C:/Users/DELL/Desktop/FairFace/train/821.jpg,1
281,C:/Users/DELL/Desktop/FairFace/train/823.jpg,0
282,C:/Users/DELL/Desktop/FairFace/train/824.jpg,0
283,C:/Users/DELL/Desktop/FairFace/train/827.jpg,0
284,C:/Users/DELL/Desktop/FairFace/train/828.jpg,1
285,C:/Users/DELL/Desktop/FairFace/train/830.jpg,1
286,C:/Users/DELL/Desktop/FairFace/train/831.jpg,1
287,C:/Users/DELL/Desktop/FairFace/train/838.jpg,0
288,C:/Users/DELL/Desktop/FairFace/train/841.jpg,1
289,C:/Users/DELL/Desktop/FairFace/train/842.jpg,1
290,C:/Users/DELL/Desktop/FairFace/train/844.jpg,0
291,C:/Users/DELL/Desktop/FairFace/train/845.jpg,0
292,C:/Users/DELL/Desktop/FairFace/train/848.jpg,0
293,C:/Users/DELL/Desktop/FairFace/train/849.jpg,1
294,C:/Users/DELL/Desktop/FairFace/train/851.jpg,1
295,C:/Users/DELL/Desktop/FairFace/train/852.jpg,1
296,C:/Users/DELL/Desktop/FairFace/train/865.jpg,1
297,C:/Users/DELL/Desktop/FairFace/train/866.jpg,0
298,C:/Users/DELL/Desktop/FairFace/train/870.jpg,1
299,C:/Users/DELL/Desktop/FairFace/train/874.jpg,0
300,C:/Users/DELL/Desktop/FairFace/train/878.jpg,1
301,C:/Users/DELL/Desktop/FairFace/train/880.jpg,1
302,C:/Users/DELL/Desktop/FairFace/train/883.jpg,1
303,C:/Users/DELL/Desktop/FairFace/train/886.jpg,0
304,C:/Users/DELL/Desktop/FairFace/train/888.jpg,1
305,C:/Users/DELL/Desktop/FairFace/train/890.jpg,0
306,C:/Users/DELL/Desktop/FairFace/train/896.jpg,0
307,C:/Users/DELL/Desktop/FairFace/train/897.jpg,1
308,C:/Users/DELL/Desktop/FairFace/train/899.jpg,0
309,C:/Users/DELL/Desktop/FairFace/train/901.jpg,1
310,C:/Users/DELL/Desktop/FairFace/train/903.jpg,0
311,C:/Users/DELL/Desktop/FairFace/train/909.jpg,0
312,C:/Users/DELL/Desktop/FairFace/train/911.jpg,1
313,C:/Users/DELL/Desktop/FairFace/train/914.jpg,0
314,C:/Users/DELL/Desktop/FairFace/train/916.jpg,0
315,C:/Users/DELL/Desktop/FairFace/train/918.jpg,0
316,C:/Users/DELL/Desktop/FairFace/train/919.jpg,1
317,C:/Users/DELL/Desktop/FairFace/train/920.jpg,1
318,C:/Users/DELL/Desktop/FairFace/train/922.jpg,1
319,C:/Users/DELL/Desktop/FairFace/train/923.jpg,1
320,C:/Users/DELL/Desktop/FairFace/train/925.jpg,0
321,C:/Users/DELL/Desktop/FairFace/train/931.jpg,0
322,C:/Users/DELL/Desktop/FairFace/train/932.jpg,0
323,C:/Users/DELL/Desktop/FairFace/train/933.jpg,0
324,C:/Users/DELL/Desktop/FairFace/train/940.jpg,0
325,C:/Users/DELL/Desktop/FairFace/train/942.jpg,1
326,C:/Users/DELL/Desktop/FairFace/train/946.jpg,1
327,C:/Users/DELL/Desktop/FairFace/train/947.jpg,1
328,C:/Users/DELL/Desktop/FairFace/train/948.jpg,0
329,C:/Users/DELL/Desktop/FairFace/train/950.jpg,0
330,C:/Users/DELL/Desktop/FairFace/train/953.jpg,1
331,C:/Users/DELL/Desktop/FairFace/train/959.jpg,1
332,C:/Users/DELL/Desktop/FairFace/train/960.jpg,1
333,C:/Users/DELL/Desktop/FairFace/train/962.jpg,0
334,C:/Users/DELL/Desktop/FairFace/train/965.jpg,0
335,C:/Users/DELL/Desktop/FairFace/train/967.jpg,1
336,C:/Users/DELL/Desktop/FairFace/train/974.jpg,1
337,C:/Users/DELL/Desktop/FairFace/train/976.jpg,1
338,C:/Users/DELL/Desktop/FairFace/train/979.jpg,0
339,C:/Users/DELL/Desktop/FairFace/train/981.jpg,1
340,C:/Users/DELL/Desktop/FairFace/train/982.jpg,1
341,C:/Users/DELL/Desktop/FairFace/train/987.jpg,1
342,C:/Users/DELL/Desktop/FairFace/train/993.jpg,0
343,C:/Users/DELL/Desktop/FairFace/train/994.jpg,1
344,C:/Users/DELL/Desktop/FairFace/train/1000.jpg,0
345,C:/Users/DELL/Desktop/FairFace/train/1001.jpg,1
346,C:/Users/DELL/Desktop/FairFace/train/1002.jpg,1
347,C:/Users/DELL/Desktop/FairFace/train/1007.jpg,1
348,C:/Users/DELL/Desktop/FairFace/train/1012.jpg,1
349,C:/Users/DELL/Desktop/FairFace/train/1014.jpg,0
350,C:/Users/DELL/Desktop/FairFace/train/1017.jpg,0
351,C:/Users/DELL/Desktop/FairFace/train/1020.jpg,1
352,C:/Users/DELL/Desktop/FairFace/train/1025.jpg,1
353,C:/Users/DELL/Desktop/FairFace/train/1029.jpg,1
354,C:/Users/DELL/Desktop/FairFace/train/1033.jpg,0
355,C:/Users/DELL/Desktop/FairFace/train/1037.jpg,0
356,C:/Users/DELL/Desktop/FairFace/train/1044.jpg,1
357,C:/Users/DELL/Desktop/FairFace/train/1049.jpg,0
358,C:/Users/DELL/Desktop/FairFace/train/1050.jpg,1
359,C:/Users/DELL/Desktop/FairFace/train/1051.jpg,0
360,C:/Users/DELL/Desktop/FairFace/train/1059.jpg,1
361,C:/Users/DELL/Desktop/FairFace/train/1062.jpg,0
362,C:/Users/DELL/Desktop/FairFace/train/1066.jpg,0
363,C:/Users/DELL/Desktop/FairFace/train/1068.jpg,1
364,C:/Users/DELL/Desktop/FairFace/train/1070.jpg,0
365,C:/Users/DELL/Desktop/FairFace/train/1071.jpg,1
366,C:/Users/DELL/Desktop/FairFace/train/1072.jpg,0
367,C:/Users/DELL/Desktop/FairFace/train/1077.jpg,0
368,C:/Users/DELL/Desktop/FairFace/train/1078.jpg,0
369,C:/Users/DELL/Desktop/FairFace/train/1079.jpg,1
370,C:/Users/DELL/Desktop/FairFace/train/1080.jpg,0
371,C:/Users/DELL/Desktop/FairFace/train/1081.jpg,1
372,C:/Users/DELL/Desktop/FairFace/train/1082.jpg,0
373,C:/Users/DELL/Desktop/FairFace/train/1084.jpg,1
374,C:/Users/DELL/Desktop/FairFace/train/1085.jpg,1
375,C:/Users/DELL/Desktop/FairFace/train/1086.jpg,0
376,C:/Users/DELL/Desktop/FairFace/train/1094.jpg,1
377,C:/Users/DELL/Desktop/FairFace/train/1097.jpg,0
378,C:/Users/DELL/Desktop/FairFace/train/1099.jpg,0
379,C:/Users/DELL/Desktop/FairFace/train/1100.jpg,0
380,C:/Users/DELL/Desktop/FairFace/train/1104.jpg,0
381,C:/Users/DELL/Desktop/FairFace/train/1106.jpg,0
382,C:/Users/DELL/Desktop/FairFace/train/1107.jpg,0
383,C:/Users/DELL/Desktop/FairFace/train/1108.jpg,0
384,C:/Users/DELL/Desktop/FairFace/train/1109.jpg,0
385,C:/Users/DELL/Desktop/FairFace/train/1110.jpg,0
386,C:/Users/DELL/Desktop/FairFace/train/1113.jpg,1
387,C:/Users/DELL/Desktop/FairFace/train/1116.jpg,0
388,C:/Users/DELL/Desktop/FairFace/train/1118.jpg,1
389,C:/Users/DELL/Desktop/FairFace/train/1120.jpg,0
390,C:/Users/DELL/Desktop/FairFace/train/1122.jpg,0
391,C:/Users/DELL/Desktop/FairFace/train/1123.jpg,0
392,C:/Users/DELL/Desktop/FairFace/train/1124.jpg,0
393,C:/Users/DELL/Desktop/FairFace/train/1126.jpg,0
394,C:/Users/DELL/Desktop/FairFace/train/1129.jpg,1
395,C:/Users/DELL/Desktop/FairFace/train/1131.jpg,0
396,C:/Users/DELL/Desktop/FairFace/train/1132.jpg,1
397,C:/Users/DELL/Desktop/FairFace/train/1133.jpg,0
398,C:/Users/DELL/Desktop/FairFace/train/1134.jpg,0
399,C:/Users/DELL/Desktop/FairFace/train/1136.jpg,0
400,C:/Users/DELL/Desktop/FairFace/train/1137.jpg,0
401,C:/Users/DELL/Desktop/FairFace/train/1144.jpg,0
402,C:/Users/DELL/Desktop/FairFace/train/1148.jpg,0
403,C:/Users/DELL/Desktop/FairFace/train/1149.jpg,1
404,C:/Users/DELL/Desktop/FairFace/train/1151.jpg,0
405,C:/Users/DELL/Desktop/FairFace/train/1153.jpg,1
406,C:/Users/DELL/Desktop/FairFace/train/1157.jpg,0
407,C:/Users/DELL/Desktop/FairFace/train/1160.jpg,0
408,C:/Users/DELL/Desktop/FairFace/train/1161.jpg,0
409,C:/Users/DELL/Desktop/FairFace/train/1162.jpg,0
410,C:/Users/DELL/Desktop/FairFace/train/1163.jpg,1
411,C:/Users/DELL/Desktop/FairFace/train/1165.jpg,1
412,C:/Users/DELL/Desktop/FairFace/train/1166.jpg,1
413,C:/Users/DELL/Desktop/FairFace/train/1169.jpg,1
414,C:/Users/DELL/Desktop/FairFace/train/1170.jpg,0
415,C:/Users/DELL/Desktop/FairFace/train/1171.jpg,0
416,C:/Users/DELL/Desktop/FairFace/train/1172.jpg,1
417,C:/Users/DELL/Desktop/FairFace/train/1173.jpg,0
418,C:/Users/DELL/Desktop/FairFace/train/1174.jpg,0
419,C:/Users/DELL/Desktop/FairFace/train/1178.jpg,0
420,C:/Users/DELL/Desktop/FairFace/train/1182.jpg,0
421,C:/Users/DELL/Desktop/FairFace/train/1187.jpg,1
422,C:/Users/DELL/Desktop/FairFace/train/1189.jpg,0
423,C:/Users/DELL/Desktop/FairFace/train/1195.jpg,0
424,C:/Users/DELL/Desktop/FairFace/train/1196.jpg,0
425,C:/Users/DELL/Desktop/FairFace/train/1197.jpg,0
426,C:/Users/DELL/Desktop/FairFace/train/1199.jpg,1
427,C:/Users/DELL/Desktop/FairFace/train/1200.jpg,0
428,C:/Users/DELL/Desktop/FairFace/train/1201.jpg,1
429,C:/Users/DELL/Desktop/FairFace/train/1203.jpg,0
430,C:/Users/DELL/Desktop/FairFace/train/1212.jpg,1
431,C:/Users/DELL/Desktop/FairFace/train/1214.jpg,0
432,C:/Users/DELL/Desktop/FairFace/train/1217.jpg,0
433,C:/Users/DELL/Desktop/FairFace/train/1226.jpg,1
