,foto,parecerFinal,caminho,ano
62,191122777.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191122777.jpg,2019
63,191122831.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191122831.jpg,2019
64,191122971.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191122971.jpg,2019
65,191123129.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191123129.jpg,2019
66,191123854.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191123854.jpg,2019
67,191123862.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191123862.jpg,2019
68,191123935.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191123935.jpg,2019
69,191124011.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191124011.jpg,2019
70,191124028.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191124028.jpg,2019
71,191124184.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191124184.jpg,2019
72,191124419.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191124419.jpg,2019
73,191124834.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191124834.jpg,2019
74,191120596.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191120596.jpg,2019
75,191120928.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191120928.jpg,2019
76,191121606.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191121606.jpg,2019
77,191121983.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191121983.jpg,2019
78,191122394.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191122394.jpg,2019
79,191122629.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191122629.jpg,2019
80,191122734.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191122734.jpg,2019
81,191123099.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191123099.jpg,2019
82,191123218.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191123218.jpg,2019
83,191123307.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191123307.jpg,2019
84,191123412.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191123412.jpg,2019
85,191124621.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191124621.jpg,2019
86,191124915.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191124915.jpg,2019
87,191125121.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191125121.jpg,2019
88,191125131.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191125131.jpg,2019
89,191125164.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191125164.jpg,2019
90,191125695.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191125695.jpg,2019
91,191126071.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191126071.jpg,2019
92,191126217.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191126217.jpg,2019
93,191126225.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191126225.jpg,2019
94,191126888.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191126888.jpg,2019
95,191127094.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191127094.jpg,2019
96,191121282.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191121282.jpg,2019
97,191121461.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191121461.jpg,2019
98,191121789.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191121789.jpg,2019
99,191121878.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191121878.jpg,2019
100,191122581.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191122581.jpg,2019
101,191122602.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191122602.jpg,2019
102,191122815.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191122815.jpg,2019
103,191122891.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191122891.jpg,2019
104,191122947.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191122947.jpg,2019
105,191123072.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191123072.jpg,2019
106,191123201.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191123201.jpg,2019
107,191123447.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191123447.jpg,2019
108,191123927.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191123927.jpg,2019
109,191124151.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191124151.jpg,2019
110,191124206.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191124206.jpg,2019
111,191124214.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191124214.jpg,2019
112,191124605.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191124605.jpg,2019
113,191125636.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191125636.jpg,2019
114,191110094.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191110094.jpg,2019
115,191110141.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191110141.jpg,2019
116,191110442.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191110442.jpg,2019
117,191111198.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191111198.jpg,2019
118,191111351.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191111351.jpg,2019
119,191111571.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191111571.jpg,2019
120,191111597.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191111597.jpg,2019
121,191110061.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191110061.jpg,2019
122,191110078.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191110078.jpg,2019
123,191110183.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191110183.jpg,2019
124,191110361.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191110361.jpg,2019
125,191110531.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191110531.jpg,2019
126,191110591.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191110591.jpg,2019
127,191110621.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191110621.jpg,2019
128,191110922.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191110922.jpg,2019
129,191111041.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191111041.jpg,2019
130,191111228.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191111228.jpg,2019
131,191111261.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191111261.jpg,2019
132,191111414.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191111414.jpg,2019
133,191111465.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191111465.jpg,2019
134,191111473.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191111473.jpg,2019
135,191111546.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191111546.jpg,2019
136,191111554.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191111554.jpg,2019
137,191130052.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191130052.jpg,2019
138,191130095.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191130095.jpg,2019
139,191130109.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191130109.jpg,2019
140,191130141.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191130141.jpg,2019
141,191130354.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191130354.jpg,2019
142,191130362.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191130362.jpg,2019
143,191130401.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191130401.jpg,2019
144,191130567.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191130567.jpg,2019
145,191130648.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191130648.jpg,2019
146,191130729.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191130729.jpg,2019
147,191130893.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191130893.jpg,2019
148,191141054.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191141054.jpg,2019
149,191140155.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191140155.jpg,2019
150,191140252.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191140252.jpg,2019
151,191140686.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191140686.jpg,2019
152,191140732.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191140732.jpg,2019
153,191140783.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191140783.jpg,2019
154,191140813.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191140813.jpg,2019
155,191140821.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191140821.jpg,2019
156,191140899.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191140899.jpg,2019
157,191141038.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191141038.jpg,2019
158,191141143.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191141143.jpg,2019
159,191141232.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191141232.jpg,2019
160,191141526.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191141526.jpg,2019
161,191240184.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191240184.jpg,2019
162,191240818.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191240818.jpg,2019
163,191241423.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191241423.jpg,2019
164,191241474.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191241474.jpg,2019
165,191243868.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191243868.jpg,2019
166,191243914.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191243914.jpg,2019
167,191244181.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191244181.jpg,2019
168,191240788.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191240788.jpg,2019
169,191240941.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191240941.jpg,2019
170,191241083.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191241083.jpg,2019
171,191243183.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191243183.jpg,2019
172,191243591.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191243591.jpg,2019
173,191243906.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191243906.jpg,2019
174,191244112.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191244112.jpg,2019
175,191244228.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191244228.jpg,2019
176,191240613.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191240613.jpg,2019
177,191241164.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191241164.jpg,2019
178,191241687.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191241687.jpg,2019
179,191241784.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191241784.jpg,2019
180,191241822.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191241822.jpg,2019
181,191241849.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191241849.jpg,2019
182,191241946.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191241946.jpg,2019
183,191241962.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191241962.jpg,2019
184,191242187.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191242187.jpg,2019
185,191242195.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191242195.jpg,2019
186,191242926.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191242926.jpg,2019
187,191243051.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191243051.jpg,2019
188,191243311.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191243311.jpg,2019
189,191243396.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191243396.jpg,2019
190,191243434.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191243434.jpg,2019
191,191243931.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191243931.jpg,2019
192,191244104.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191244104.jpg,2019
193,191240214.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191240214.jpg,2019
194,191240311.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191240311.jpg,2019
195,191240346.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191240346.jpg,2019
196,191240461.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191240461.jpg,2019
197,191240974.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191240974.jpg,2019
198,191240991.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191240991.jpg,2019
199,191241351.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191241351.jpg,2019
200,191241504.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191241504.jpg,2019
201,191242021.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191242021.jpg,2019
202,191242136.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191242136.jpg,2019
203,191242391.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191242391.jpg,2019
204,191242561.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191242561.jpg,2019
205,191242578.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191242578.jpg,2019
206,191242586.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191242586.jpg,2019
207,191242829.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191242829.jpg,2019
208,191242934.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191242934.jpg,2019
209,191243647.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191243647.jpg,2019
210,191241075.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191241075.jpg,2019
211,191241105.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191241105.jpg,2019
212,191241113.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191241113.jpg,2019
213,191241318.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191241318.jpg,2019
214,191241661.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191241661.jpg,2019
215,191242055.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191242055.jpg,2019
216,191242209.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191242209.jpg,2019
217,191242306.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191242306.jpg,2019
218,191242357.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191242357.jpg,2019
219,191242462.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191242462.jpg,2019
220,191242616.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191242616.jpg,2019
221,191243281.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191243281.jpg,2019
222,191243388.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191243388.jpg,2019
223,191243949.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191243949.jpg,2019
224,191031021.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191031021.jpg,2019
225,191031054.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191031054.jpg,2019
226,191032581.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191032581.jpg,2019
227,191033308.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191033308.jpg,2019
228,191033685.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191033685.jpg,2019
229,191034347.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191034347.jpg,2019
230,191030236.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191030236.jpg,2019
231,191030384.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191030384.jpg,2019
232,191031038.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191031038.jpg,2019
233,191031267.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191031267.jpg,2019
234,191031763.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191031763.jpg,2019
235,191031933.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191031933.jpg,2019
236,191033669.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191033669.jpg,2019
237,191030457.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191030457.jpg,2019
238,191030767.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191030767.jpg,2019
239,191030848.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191030848.jpg,2019
240,191031151.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191031151.jpg,2019
241,191031852.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191031852.jpg,2019
242,191032182.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191032182.jpg,2019
243,191032191.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191032191.jpg,2019
244,191032336.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191032336.jpg,2019
245,191032867.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191032867.jpg,2019
246,191032981.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191032981.jpg,2019
247,191033065.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191033065.jpg,2019
248,191033073.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191033073.jpg,2019
249,191033081.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191033081.jpg,2019
250,191033219.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191033219.jpg,2019
251,191033812.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191033812.jpg,2019
252,191033928.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191033928.jpg,2019
253,191030058.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191030058.jpg,2019
254,191030546.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191030546.jpg,2019
255,191033171.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191033171.jpg,2019
256,191030911.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191030911.jpg,2019
257,191030937.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191030937.jpg,2019
